Complaint_ID,Make,Model,Department,Complaint,Description,location
908,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"A PIECE BROKE OFF ENGINE, THEN VEHICLE IGNITED IN FLAMES, OWNER DO NOT KNOW NAME OF PIECE, ALSO DRIVER AUTOMATIC SEATBELT LOCK IN POSITION.  TT",Amritsar
909,TATA MOTORS,Vista,SAFETY,SEAT BELTS,"A PIECE BROKE OFF ENGINE, THEN VEHICLE IGNITED IN FLAMES, OWNER DO NOT KNOW NAME OF PIECE, ALSO DRIVER AUTOMATIC SEATBELT LOCK IN POSITION.  TT",Nashik
910,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,REPLACED NOISY TRANSMISSION.  *AK,Hyderabad
911,TATA MOTORS,Harrier,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,THE PISTON BLOW THROUGH THE BLOCK TO THE ENGINE DEALER FIX IT AFTER THE REPAIR CAR WOULDN'T START.  TT,Pune
912,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,FAILURE WHEN CRUISE CONTROL IS ENGAGED. PLEASE EXPLAIN.  TT,Lucknow
913,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES:TREAD/BELT,"BETWEEN 55/65MPH STEERING VIBRATED DUE TO A BUMP IN THE CENTER OF THE TIRE ON THE OUTSIDE OF THE SURFACE, TRIO TIRE REPLACED TIRE.  TT",Pimpri-Chinchwad
914,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE EXPERIENCED UNWANTED ACCELERATION; FIRST TIME IN DRIVE AND WAS REPAIRED, SECOND TIME REVERSE. BOTH RESULTED ACCIDENT.  TT",Kanpur
915,TATA MOTORS,Punch EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,WHILE FOOT WAS ON BRAKE ENGINE SURGED AND VEHICLE LUNGED FORWARD.  TT,Jodhpur
916,TATA MOTORS,Tigor,STEERING & SUSPENSION,SUSPENSION,STRUTS REPLACED.  TT,Dhanbad
917,TATA MOTORS,Punch EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,ASK FOR MRS. PUGLIESE. TRANSMISSION FLUID CAME OUT OF VENT TUBE LEAKED ONTO CATALYTIC CONVERTER. RESULTING IN VEHCILE FIRE.  TT,Amritsar
918,TATA MOTORS,Vista,STEERING & SUSPENSION,STEERING,SEAT BELT WARNING LIGHT ILLUMINATES INTERMITTENTLY. CAUSE OF FAILURE IS STILL UNKNOWN. OWNER HAS (2) VEHICLE WITH SAME FAILURE. 2) ALSO HAVING STEERING FAILURE.,Ranchi
919,TATA MOTORS,Aria,SAFETY,SEAT BELTS,PASSIVE RESTRAINT WILL TIGHTEN WHEN DRIVEN EVEN ON SMOOTH ROAD SURFACES. PLEASE DESCRIBE DETAILS.  TT,Chandigarh
920,TATA MOTORS,Indica,SAFETY,AIR BAGS:FRONTAL,"THE AIRBAG DID NOT DEPLOY WHEN IN ACCIDENT, CAUSING EXTENSIVE FRONT END DAMAGE. ""DUP 950515: 482305"".  TT",Dhanbad
921,TATA MOTORS,Nexon EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"WHILE ATTEMPTING TO MERGE INTO TRAFFIC, TRANSMISSION FAILED, CAUSING VEHICLE TO COAST TO A STOP.   *AK",Vadodara
922,TATA MOTORS,Punch,SAFETY,SEAT BELTS,BOTH FRONT SEAT BELT WHEN DRIVING AND COMING TO A QUICK STOP SEAT BELT DON'T LOCK UP.  TT,Mysore
923,TATA MOTORS,Zest,UNKNOWN OR OTHER,UNKNOWN OR OTHER,OIL INDICATOR LIGHT FAILED.  *AK,Mysore
924,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"VEHICLE WAS MAKING ABNORMAL SOUND, GUIDE ON TIMING CHAIN HAD BROKEN, ALSO REPLACED BELT TENSIONER.  TT",Visakhapatnam
925,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE ACCELERATED AT A HIGH SPEED AND THEN WENT INTO AN UNCONTROLABLE SPIN, ONCE RESULTING IN AN ACCIDENT. TT",Vijayawada
926,TATA MOTORS,Harrier,SAFETY,AIR BAGS:FRONTAL,IN ACCIDENT AT 12:00 POSITION AT 15MPH DRIVERS SIDE AIRBAG DID NOT DEPLOY.  TT,Meerut
927,TATA MOTORS,Aria,SAFETY,SEATS,"DRIVER'S SIDE, PLASTIC BRACKET WHICH ANCHORS SEAT TO POST BROKE, CAUSING ERRATIC MOVEMENT FORWARD AND REARWARD.  TT",Ghaziabad
928,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"BELT TENSIONER AND IDLER PULLEY FAILED, CAUSING ENGINE NOISE.  *AK",Ranchi
929,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"WHILE DRIVING, DUE TO TRANS. LOCK OUT VEHICLE WON'T SHIFT FROM THIRD TO FOURTH GEAR, SUDDENLY AT 40MPH IT ACTS AS THOUGH IN NEUTRAL GEAR, RENDERING INOPERATIVE.",Kota
930,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,INDICATOR LIGHT ON DASH CAME ON. DEALER STATES VEHICLE IS UNSAFE TO DRIVE POSSIBILITY AIR BAG WILL NOT DEPLOY.  TT,Solapur
931,TATA MOTORS,Aria,SAFETY,EXTERIOR LIGHTING,LIGHTS COME ON WHEN DRIVING VEHICLE.  TT,Hyderabad
932,TATA MOTORS,Nano,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHILE DRIVING, EXPERIENCE INTERMITTENT SUDDEN ACCELERATION WHEN THROTTLE STICKS, AND ENGINE SURGES TO HIGH RPM, RESULTING IN LOSS OF CONTROL.  TT",Delhi
933,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,REPLACED TRANSMISSION PAN.  *AK,Bhopal
934,TATA MOTORS,Nexon,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED ENGINE OIL PAN.  *AK,Chennai
935,TATA MOTORS,Vista,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE STALLS IN TRAFFIC INTERMITTENTLY DUE TO THROTTLE BEING OUT OF ADJUSTMENT.  *AK,Patna
936,TATA MOTORS,Hexa,SAFETY,AIR BAGS:FRONTAL,"THE AIR BAG DID NOT DEPLOY CORRECTLY, THE PASSENGER AIR BAG COVER BLEW THE FRONT WINDSHIELD OUT.   TT",Faridabad
937,TATA MOTORS,Nexon,VEHICLE CONTROL,TIRES,"THE COMPUTER CONSOLE WENT OUT,LOOK LIKE FRAME HAS BEEN WELD PURCHASE TRUCK USED TIRE ARE WORN OUT NEED NEW TIRE THINK TRUCK BEEN IN ACCIDENT.  TT",Nashik
938,TATA MOTORS,Nexon,SAFETY,AIR BAGS:FRONTAL,"DURING A FRONTAL CRASH, AT APPROX. 30MPH, 2:00 ON BUMPER, AIRBAG DEPLOYED THEN DEFLATED UPON CONTACT OF BODY FORCE, WHEN HIT TELEPHONE POLE.  TT",Chennai
939,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,AUTOMATIC TRANSMISSION FAILURE.  *AK,Kalyan-Dombivli
940,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,ERRATIC OPERATION OF TRANSMISSION WHILE DRIVING. IT JUMPS AND STOPS IN TRAFFIC.  TT,Meerut
941,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION SLIPS OUT OF GEAR TWICE EVERY MONTH. MECHANIC INFORMED OWNER COMPONENT WAS NOT BUILT FOR THIS TYPE OF VEHICLE.  TT,Mumbai
942,TATA MOTORS,Nexon,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"NOISY ENGINE, REPLACED ENGINE SHORT BLOCK/CYLINDER HEAD. *AK",Vadodara
943,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED ENGINE GASKETS.   *AK,Amritsar
944,TATA MOTORS,Vista,SAFETY,SEAT BELTS,VEHICLE SEAT BELT SYSTEM INTERMITTENTLY FAILS MIDWAY AND OTHER POSITIONS.  TT,Varanasi
945,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,"AFTER COLLIDING HEAD ON WITH GUARD RAIL, AIR BAG DID NOT DEPLOY.  TT",Vijayawada
946,TATA MOTORS,Safari,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,VEHICLE SUDDENLY CAUGHT ON FIRE AFTER BEING PARKED FOR 5 MINTUES DUE TO AN ELECTRICAL SHORT.   TT,Vijayawada
947,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"MOTOR MOUNT FAILED, THEREFORE ENGINE MOVES AROUND FREELY.  TT",Hyderabad
948,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH, AT APPROX. 48 MPH, 12:00 ON FRONT BUMPER, AIRBAG FAILED TO DEPLOY.  TT",Navi Mumbai
949,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"WHEN TURNING TO RIGHT, OIL IN ENGINE SWINGS OVER TO LEFT IN OIL PAN; GETS SUCKS UP INTO TUBE THAT GOES TO FUEL INTAKE; STARTS SMOKING; CANNOT ACCCELERATE.  TT",Nagpur
950,TATA MOTORS,Tiago EV,SAFETY,SEATS,"DRIVERS SEAT FRAME COLLAPSED, CAUSING SEATBACK TO FALL BACKWARDS. REPAIRED TWICE.  TT",Hyderabad
951,TATA MOTORS,Tiago,SAFETY,AIR BAGS,"UPON IMPACT, DURING FRONTAL CRASH, AT APPROX. 35MPH, 12:00 ON FRONT BUMPER, LAP/SHOULDER HARNESS FAIL TO RETRACT, ALSO AIRBAG FAIL TO DEPLOY. ""DUP: SEE 960852"".",Bengaluru
952,TATA MOTORS,Harrier,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,ONE SCREW SUPPORTING THE ENGINE AND ALL THREE MOTOR MOUNTS WENT OUT. COULD HAVE CAUSED VEHICLE TO BOTTOM OUT.  TT,Mysore
953,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH, AT APPROX. 35MPH, 12:00 ON FRONT BUMPER, AIRBAB FAIL TO DEPLO. ""DUP 950412: 960856"".  TT",Ranchi
954,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"AUTO-TRAN 4SP: AFTER 36,000 MILES, TRANSMISSION SLIPPED FROM DRIVE TO NEUTRAL; WOULD NOT DOWNSHFT; AT TIMES VIOLENTLY DOWNSHIFT; VARIOUS SPEEDS.  TT",Navi Mumbai
955,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL DOES NOT SET ACCURATELY AT INTENDED SPEED; COULD CAUSE ACCIDENT.  TT,Nashik
956,TATA MOTORS,Indigo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,WHEN SITTING AT A LIGHT CAR SHAKES.  TT,Srinagar
957,TATA MOTORS,Indigo,SAFETY,AIR BAGS:FRONTAL,"CUSTOMER HAD OPTIONAL AIR BAG INSTALLED BY MFG, AND IN A HEAD ON COLLISION AIR BAG DID NOT DEPLOY.  TT",Lucknow
958,TATA MOTORS,Indica,POWER TRAIN,"FUEL SYSTEM, GASOLINE",HAD VEHICLE SERVICE FOR RECALL ON THE FUEL SYSTEM ON 8/11/94 RECALL WAS NOT DONE PROPERLY.  TT,Hubli–Dharwad
959,TATA MOTORS,Tiago EV,POWER TRAIN,"FUEL SYSTEM, GASOLINE",VEHICLE SUDDENLY CAUGHT ON FIRE. PLEASE DESCRIBE IN MORE DETAIL.  TT,Patna
960,TATA MOTORS,Indigo,SAFETY,AIR BAGS:FRONTAL,BROADSIDED ON COMING VEHICLE AND AIR BAG DID NOT DEPLOY.  TT,Hyderabad
961,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,"VEHICLE INVOLVED IN HEAD ON COLLISION AT 35MPH, AND DRIVERS AIR BAG DID NOT DEPLOY.  TT",Pimpri-Chinchwad
962,TATA MOTORS,Punch EV,SAFETY,AIR BAGS:FRONTAL,"VEHICLE INVOLVED IN HEAD ON COLLISION AT 35MPH, AND PASSENGERS AIR BAG DID NOT DEPLOY.  TT",Kolkata
963,TATA MOTORS,Zest,POWER TRAIN,"FUEL SYSTEM, GASOLINE",JEEP CAUGHT FIRE AFTER PARKED 20 MINS.  TT,Dhanbad
964,TATA MOTORS,Sumo,POWER TRAIN,"FUEL SYSTEM, GASOLINE","VEHICLE HESITATES/BUCKS WHEN SPEEDING AT 55 MPH OR MORE AND DRIVER TAKES FOOT OFF ACCELERATOR; ALSO, FUEL CUTS OFF SOLENOID, POSSIBLE FAILURE.",Nashik
965,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILS TO DISENGAGE FROM PARK INTO REVERSE.  *AK,Meerut
966,TATA MOTORS,Bolt,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"BOLT THAT CONNECTS TIMING BELT/PULLEY TO CRANKSHAFT BROKE, CAUSING VEHICLE TO STALL.  *AK",Hyderabad
967,TATA MOTORS,Safari,VEHICLE CONTROL,TIRES:TREAD/BELT,UNIROYAL TIRES EXHIBITED CRACKS IN TREAD GROOVES.  *AK,Ghaziabad
968,TATA MOTORS,Safari,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"THROTTLE POSITION SENSOR FAILED, CAUSING VEHICLE TO HESITATE/BUCK/JERK/SURGE. *AK",Kolkata
969,TATA MOTORS,Sumo,POWER TRAIN,POWER TRAIN,SPEEDOMETER HEAD REPLACED.,Raipur
970,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL FAILED TO DISENGAGE WHEN BRAKES APPLIED.,Faridabad
971,TATA MOTORS,Indica,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,ENGINE CYLINDER HEAD CRACKED AT WEAK POINT AND WAS REPLACED/SECOND CYLINDER HEAD WARPED DUE TO ENGINE HEAT.  *AK,Indore
972,TATA MOTORS,Tiago,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,ENGINE CYLINDER HEAD/HEAD GASKET CRACKED.  *AK,Ludhiana
973,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,NO DEPLOYMENT OF AIR BAG DURING ACCIDENT.  (F150)  *AK,Ahmedabad
974,TATA MOTORS,Harrier,SAFETY,AIR BAGS,"FALSE DEPLOYMENT OF AIR BAGS WHEN BRAKING. ""DUP: SEE 956540"".  *AK",Kolkata
975,TATA MOTORS,Indigo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILURE.  *AK,Rajkot
976,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"NO DEPLOYMENT OF DRIVER'S SIDE AIR BAG DURING ACCIDENT, RESULTING IN AN INJURY.  *AK",Ahmedabad
977,TATA MOTORS,Sumo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,DEFECTIVE ENGINE MOUNTS REPLACED.  *SKD,Ludhiana
978,TATA MOTORS,Tiago EV,UNKNOWN OR OTHER,UNKNOWN OR OTHER,HOOD RELEASE FAILED.  *SKD,Chennai
979,TATA MOTORS,Bolt,VEHICLE CONTROL,VEHICLE SPEED CONTROL,INTERMITTENT REVERSE/FORWARD ACCELERATION WHEN USING CRUISE CONTROL.  *SKD,Ghaziabad
980,TATA MOTORS,Sumo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,ENGINE LIFTERS FAILED.  *SKD,Agra
981,TATA MOTORS,Indica,SAFETY,AIR BAGS:FRONTAL,DRIVER'S/PASSENGER'S AIR BAG DEPLOYMENT CAUSED BURNS.  *SKD,Allahabad
982,TATA MOTORS,Tigor,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"INTERMITTENT SUDDEN ACCELERATIONS, CAUSING LOSS OF CONTROL/ACCIDENT.  *SKD",Ahmedabad
983,TATA MOTORS,Bolt,VEHICLE CONTROL,VEHICLE SPEED CONTROL,SUDDEN ACCELERATION WHEN APPLYING BRAKE.  *SKD,Nashik
984,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILED.  *SKD,Vasai-Virar
985,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,VEHICLE DOES NOT SHIFT INTO DRIVE GEAR UNTIL SHIFT LEVER IS MOVED INTO ANOTHER GEAR AND THEN INTO DRIVE.  *SKD,Howrah
986,TATA MOTORS,Tigor,SAFETY,SEAT BELTS,"DRIVER'S SIDE AUTOMATIC SEAT BELT LOCKED UP IN MIDDLE OF TRACK, MOTOR CONTINUED TO RUN CAUSING BATTERY FAILURE.  *SKD",Thane
987,TATA MOTORS,Bolt,SAFETY,AIR BAGS,"FALSE DEPLOYMENT OF DRIVER'S/PASSENGER'S AIR BAGS SHATTERED WINDSHIELD ON PASSENGER'S SIDE. ""DUP: SEE 958657"".  *AK",Dhanbad
988,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,ENGINE CYLINDER HEAD FAILED.   *AK,Guwahati
989,TATA MOTORS,Tigor,SAFETY,AIR BAGS,"AIR BAG DEPLOYMENT WAS VIOLENT, ALSO FALSE DEPLOYMENT, CAUSING ACCIDENT, RESULTING IN DRIVER SUFFERING CUTS/BRUISES/SWELLING. ""DUP: SEE 957419"".    *AK",Kota
990,TATA MOTORS,Aria,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,CRANKSHAFT FAILED.  *AK,Aurangabad
991,TATA MOTORS,Tiago EV,SAFETY,STRUCTURE:BODY,"WHEEL WELL NOT SEALED AT FACTORY, CAUSING TRUNK TO LEAK.",Meerut
992,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"OIL PUMP FAILED, CAUSING ENGINE CHECK LIGHT TO COME ON.  *AK",Raipur
993,TATA MOTORS,Nano,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILED 5 TIMES DUE TO ELECTRICAL PROBLEMS.   *AK,Vasai-Virar
994,TATA MOTORS,Indigo,SAFETY,AIR BAGS,"NO DEPLOYMENT OF DRIVER'S AND PASSENGER'S AIR BAGS DURING ACCIDENT, CAUSING INJURIES. ""DUP: SEE 957701"".  *AK",Coimbatore
995,TATA MOTORS,Tigor,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"REPLACED ENGINE MOUNTS, ALSO REPLACED ENGINE CYLINDER HEADS DUE TO EXCESSIVE CARBON BUILD-UP.  *AK",Allahabad
996,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION SUPPORTS/TRANSAXLE FAILED.   *AK,Aurangabad
997,TATA MOTORS,Bolt,SAFETY,AIR BAGS,OTHER: AIR BAG WARNING LIGHT CONSTANTLY COMES ON.  *AK,Solapur
998,TATA MOTORS,Bolt,SAFETY,AIR BAGS,"NO DEPLOYMENT OF DRIVER'S AIR BAG DURING ACCIDENT, RESULTING IN INJURY. ""DUP: SEE 956482"".  *SKD",Coimbatore
999,TATA MOTORS,Indigo,UNKNOWN OR OTHER,UNKNOWN OR OTHER,ACCELERATOR PEDAL STICKS ON FLOOR MAT.   *AK,Raipur
1000,TATA MOTORS,Sumo,SAFETY,SEAT BELTS,DRIVER'S SIDE MOTOR BELT FAILS TO RELEASE/MOVE FORWARD WHEN VEHICLE IS SHUT OFF.  *AK,Hyderabad
